dates,ids,names,monthly_listeners,popularity,followers,genres,first_release,last_release,num_releases,num_tracks,playlists_found,feat_track_ids
02/04/2024,0jnsk9HBra6NMjO2oANoPY,flo rida,33269247,79,8401863,"dance pop, miami hip hop, pop, pop rap",2008,2024,20,1,Ultimate Party Classics,"0CAfXk7DXMnon4gLudAp7J, 2LEF1A8DOZ9wRYikWgVlZ8, 0CAfXk7DXMnon4gLudAp7J, 3GpbwCm3YxiWDvy29Uo3vP"
02/04/2024,7hr9W3IjXcm3UlLY7guLk5,henry moodie,8661440,69,327590,singer-songwriter pop,2023,2024,3,1,Chill Pop,7FBsCEfKsrj5hbcn5PZDyP
02/04/2024,0b1sIQumIAsNbqAoIClSpy,j-hope,4097340,75,17197593,"k-pop, k-rap",2018,2024,8,1,KrOWN,"11sirgYaEutV40tkvgpHN6, 3ajU531gR5fW71wqsw4tFX, 0ObH6HhEWiI2kXBJ4tusbQ, 5wxYxygyHpbgv0EXZuqb9V, 6XrPzwKeGzEvtan3acn7VH, 3ajU531gR5fW71wqsw4tFX, 11sirgYaEutV40tkvgpHN6"
02/04/2024,3SozjO3Lat463tQICI9LcE,tyla,32138005,79,826469, pop ,2019,2024,15,1,Chill Pop,40ds3xedbMkWhszkGnZwxi
02/04/2024,1zNqQNIdeOUZHb8zbZRFMX,swae lee,39507243,80,2085230,"melodic rap, rap, trap",2018,2023,20,1,Country Drive,5f1joOtoMeyppIcJGZQvqJ
02/04/2024,1Y8cdNmUJH7yBTd9yOvr5i,destiny's child,16961317,72,7008414,"dance pop, girl group, pop, r&b, urban contemporary",1998,2019,18,3,Throwback Workout,"7H6ev70Weq6DdpZyyTmUXk, 4pmc2AxSEq6g7hPVlJCPyP, 2Mpj1Ul5OFPyyP4wB62Rvi"
02/04/2024,0frNU3rG4ltOP4GNBA1g4j,maktub,120789,39,91380,"k-pop ballad, korean pop",2014,2024,20,2,노래방 인기가요 (Singing Room K-Pop),"7aGU77FK6dBEFKWVKPeKXe, 5kPpA4aMFeAQnahSnTIOi4"
02/04/2024,6kudMw2A0xOBJHpW8VNaDA,nolz,549484,49,16972,rawstyle,2018,2024,20,1,Hardstyle Bangers,"2MI3pBdP5NBQUUH791wWWk, 6N1NycLCUdSMWLM6ucXjP2, 54WsAt5kYg8GPi9s85yPuQ"
02/04/2024,08KbKkPqaYNFYM9R5eMjuM,uneducated kid,86647,41,33687,k-rap,2019,2023,14,6,노래방 인기가요 (Singing Room K-Pop),2S9FuNX2H2cCwxcIoTUtbM
02/04/2024,246dkjvS1zLTtiykXe5h60,post malone,61173853,88,43345198,"dfw rap, melodic rap, pop, rap",2016,2023,20,1,Chill Pop,2UDARQiksl207HcSduDpov
02/04/2024,5YBSzuCs7WaFKNr7Bky0Uf,olivia,20361,64,28160, pop ,2001,2022,10,1,Throwback Workout,5D2mYZuzcgjpchVY1pmTPh
02/04/2024,4lV9WCVEJ0dmNDWdACbRc9,happie,135453,35,1798," soul , romantic ",2022,2023,7,2,Feel Good Acoustic,6WOCRPBxJqRhOyfLygAOJ5
02/04/2024,7qvsLYsYP0MHD7jkdv6DAG,sara evans,1473563,53,1122197,"contemporary country, country, country dawn, country gospel, country road",1997,2024,20,2,Country Gold,"6NhpIdjYoufuNNlBsgOztc, 6NhpIdjYoufuNNlBsgOztc, 5FIp4LrsffxiHLhmmpCbCx"
02/04/2024,2QMsj4XJ7ne2hojxt6v5eb,riley green,5274938,69,711032,"contemporary country, country road, modern country pop, modern country rock",2019,2024,20,1,Country Drive,"4l5w5qGInIhwfvpYmPIYdK, 7grWGhX8SHNmyGOkMNVMCt"
02/04/2024,3T0fMfxYBU3q9oAUAdPIsr,highlight,347920,48,510407,"k-pop, k-pop boy group",2017,2024,11,6,Hallyu Boy Bands,3jH1IMkaF2I1sDgNDbegq5
02/04/2024,2vm8GdHyrJh2O2MfbQFYG0,ingrid michaelson,2397469,58,786552,"acoustic pop, ectofolk, lilith, neo mellow",2007,2024,20,2,Chill Pop,6CbPF34njo6PpWYTFQrMZN
02/04/2024,3ciRvbBIVz9fBoPbtSYq4x,lil jon & the east side boyz,5615731,63,871888,"atl hip hop, atlanta bass, crunk, dirty south rap, old school atlanta hip hop, southern hip hop",2000,2011,10,17,Throwback Workout,0r2Bul2NuCViraT2zX1l5j
02/04/2024,4wX95R4bzGztvCtWuRqJdH,jeon woo sung,6562,16,1611,k-pop ballad,2015,2023,12,2,노래방 인기가요 (Singing Room K-Pop),6BW8ERYBXv2oSE5G71Nxzl
02/04/2024,3qbnxnvUqR14MJ9g8QwZJK,lonestar,2766123,57,1394715,"contemporary country, country, country road",1995,2024,20,3,Country Gold,6qc34bnVOyqGDPni8H5W0U
02/04/2024,6opErDv4ZN3ZgbaovBUStM,kor kash,7204,28,3636,korean trap,2018,2023,10,1,KrOWN,2eBaP0SbVtKAnXvJ56OLZT
02/04/2024,5guBrcv1BxjlJdKlW8MNyh,dj junior (tw),366196,42,1713,taiwan electronic,2018,2024,20,2,Hardstyle Bangers,7piw0SrFyHjJwOivGxdrnb
02/04/2024,2FuS8zARv5xaE6h046OxHN,dj soulscape,2213,15,2257,korean old school hip hop,2000,2007,3,11,KrOWN,2SsroOwWC3CYSpEKOsQzvh
02/04/2024,3r17AfJCCUqC9Lf0OAc73G,fergie,12903297,69,5636648,"dance pop, pop",2006,2017,20,1,Throwback Workout,4KTtYhxFtFL7mBwnjkKfLm
02/04/2024,1wNmJCRRNn8WpJrRSTKKqT,dj gollum,2049882,57,64171,"german dance, hands up",2023,2024,20,1,Hardstyle Bangers,"6bRBZE3BXUZ6QNdpKuMGop, 6TvQn79IjdaQanfYK7ZDgo"
02/04/2024,4MoAOfV4ROWofLG3a3hhBN,jon pardi,9620556,73,1932299,"contemporary country, country, country road, modern country rock",2014,2024,20,1,Country Gold,"0bPnT6i9H1p8Vd85GS6Z7I, 4ly1QBXEwYoDmje9rmEgC4, 0w3Q14i073jLoew1hgJkwD, 0bPnT6i9H1p8Vd85GS6Z7I, 7f08qp3HROTkfrtNpiYGGo, 0w3Q14i073jLoew1hgJkwD, 7idmHTAQQPUFqdjXkoooXD, 77XoAnllT85lmR9WP0D8dS"
02/04/2024,181bsRPaVXVlUKXrxwZfHK,megan thee stallion,24137664,78,8850050,"houston rap, pop, r&b, rap, trap queen",2017,2024,20,4,GLOW,37kP0yUo66nRnFHtC5rV1M
02/04/2024,0uq5PttqEjj3IH1bzwcrXF,spice girls,12021349,68,3494278,"dance pop, girl group, pop",1996,2022,20,3,Ultimate Party Classics,1Je1IMUlBXcx1Fz0WE7oPT
02/04/2024,7hssUdpvtY5oiARaUDgFZ3,ina wroldsen,2049451,58,169107,norwegian pop,2019,2023,20,1,Feel Good Acoustic,3PRpinHSGqytZnOKwCsR7l
02/04/2024,4tvKz56Tr39bkhcQUTO0Xr,angus & julia stone,5984965,65,1244561,"australian indie folk, indie folk",2009,2024,20,1,Feel Good Acoustic,2GiYPEgOA7hb7sqsEWX8df
02/04/2024,7wzaSKTsjE9HnuDuZTX452,arlissa,320335,42,102710,uk pop,2020,2024,20,1,GLOW,1Kriq5ncfgGwoZ4evrIPC5
02/04/2024,2NtQA3PY9chI8l65ejZLTP,spinall,1596097,54,571119,"afrobeats, afropop, nigerian pop",2015,2024,20,1,Singled Out,2EkJ4Qr99JOGQYCKbpyxdh
02/04/2024,4VOTRfoGtDDp0Fl9ar28XN,jacob schröder,154502,39,43, jazz ,2023,2024,4,1,Jazz for Sleep,7eTSFAOVW9mKWHO2dpYIcX
02/04/2024,4f0OXMMSxr0r8Ztx6CdpAl,sub zero project,1691672,59,189883,"euphoric hardstyle, rawstyle",2019,2024,20,1,Hardstyle Bangers,"2mag3VWfGlpBA6YOdpTeV6, 7hG04m8ODWqF5abbbX74ge, 3xeaR6dAHQHU6rtUPRK9tX, 7DpG8lVap8vg8mCGuX61i9, 6FQTEo5HfXoMzXV513unv9, 7zXW8qC4ZFmA542eEHppke, 7q2EWEolm4VaE1qAnl7c1W"
02/04/2024,3GBPw9NK25X1Wt2OUvOwY3,jack johnson,12502993,76,3711655,neo mellow,2003,2023,20,2,Feel Good Acoustic,4VywXu6umkIQ2OS0m1I79y
02/04/2024,3RRjbAYUzANb74qkNyT7vF,ookean,589229,49,1487,binaural,2022,2024,20,2,Meditate to the Sounds of Nature,4DUlzJYHrdNxxdJlt94nP3
02/04/2024,2hJPr4lk7Q8SSvCVBl9fWM,kip moore,2461596,60,1242735,"contemporary country, country, country road, modern country rock",2012,2023,20,1,Country Drive,6Ymvlzom4TQeoKqAWsZRD8
02/04/2024,7o95ZoZt5ZYn31e9z1Hc0a,natasha bedingfield,24384553,76,1714057,"dance pop, pop, post-teen pop",2004,2023,20,1,Feel Good Acoustic,1asIbRzmsjHJtGxGm0Euxm
02/04/2024,6dn6x1XOng3LOAnfTjUn77,aj mitchell,2124235,56,903509,"alt z, singer-songwriter pop, teen pop",2019,2024,20,1,Chill Pop,42aQ6rmccKofpjfWgEkJoo
02/04/2024,2M4Yt7oKGoYd0wqU44k4i2,travis tritt,3580352,63,1364718,"contemporary country, country, country road, outlaw country",1987,2023,20,1,Country Gold,3oW6SWwGqiZSPTiAp7ZQoH
02/04/2024,6zVFRTB0Y1whWyH7ZNmywf,tash sultana,3129179,61,1659104,australian reggae fusion,2018,2023,20,1,Feel Good Acoustic,2UBvTL4FRQd7CgBFJiZkWH
02/04/2024,5rjz63sgMaAUAyBMyCUK5D,avery anna,2013454,57,108724,"alt z, modern country pop, singer-songwriter pop",2021,2024,13,1,Breakout Country,7BH39iq4k2366YgJgbf8b4
02/04/2024,0Bvs8yPjrQSbmVIRqSg1Sp,thompson square,802885,48,442447,"contemporary country, country, country dawn, country road",2007,2023,20,1,Country Gold,2oyJMZrw1DGvvkT2NbCZ0Y
02/04/2024,3Nrfpe0tUJi4K4DXYWgMUX,bts,28833297,87,72183107,"k-pop, k-pop boy group, pop",2013,2022,20,10,Hallyu Boy Bands,"3FeVmId7tL5YN8B7R3imoM, 6m1TWFMeon7ai9XLOzdbiR, 69xohKu8C1fsflYAiSNbwM, 4a9tbd947vo9K8Vti9JwcI, 5IAESfJjmOYu7cHyX557kz, 5FVbvttjEvQ8r2BgUcJgNg"
02/04/2024,3vDh2Mern1I2k53Oy0pDlD,galwaro,983277,49,16777,melbourne bounce international,2021,2024,20,1,Hardstyle Bangers,2C9y2VMcVTxCRtxT3Afwqu
02/04/2024,3ErHVJMsxTq2lLSmnONBm9,roy kim,604032,51,266155,korean pop,2013,2024,20,2,노래방 인기가요 (Singing Room K-Pop),3BlFzuu8yqE4bMrHKTViee
02/04/2024,4kSGbjWGxTchKpIxXPJv0B,crumb,2163203,59,537677,neo-psychedelic,2016,2024,8,3,Singled Out,6rI8nhxfPes1TpaxOKQj0D
02/04/2024,4FuRHFtCeoYaeeVDKyyvbS,ovan,151212,40,81379,"k-rap, korean r&b",2019,2024,20,1,KrOWN,7gewLHcVTy1TrlwqSpuTJF
02/04/2024,72WcKL1SYgNzcNojYLFQsB,redinho,2162637,55,11273,"popping, purple sound",2011,2023,20,5,Chill Pop,6DYLWAdxEJvwWmT7EkeDkX
02/04/2024,2hUYKu1x0UZQXvzCmggvSn,reneé rapp,8499741,74,752687,"alt z, singer-songwriter pop",2022,2024,8,1,Chill Pop,"7e1arKsP7vPjdwssVPHgZk, 37kP0yUo66nRnFHtC5rV1M"
02/04/2024,6FkhUhUwSPl3mGB6mmE8wn,cravity,746064,52,657829,k-pop,2020,2024,16,7,K-Pop ON! (온),4mNYuIZVcHy6TUBoaCnGpF
02/04/2024,1QAJqy2dA3ihHBFIHRphZj,cigarettes after sex,24592694,83,10529045,"ambient pop, dream pop, el paso indie, shoegaze",2012,2024,17,4,Chill Pop,6sQ833YbGp8SbtGcLCBwHw
02/04/2024,5NUVwRESNqYBUTRbiATjy7,be'o,540775,54,238660,k-rap,2020,2023,11,2,KrOWN,"26Iv7VGUF1lqU10rxQXFL8, 5g2Ik0WJG9rqu97nCLcQhV, 2tXHQVu865MgrCeWeiu52h, 7gXMkqirKU23zgdlSAb00a"
02/04/2024,4XC4r2EEPyi9Ox0ZinPaIV,nature on record,582118,54,659,"environmental, sound",2019,2023,15,2,Meditate to the Sounds of Nature,3T4OHmowOZnJnBgXqg8YPQ
02/04/2024,6wCypaPtud9fC2djKw9PDX,jenna paulette,156808,38,20062,"country pop, texas country",2018,2024,20,1,Women of Country,7gtrZllO63cTGVeFsy8da0
02/04/2024,2X97ZAqRKRMYFIDqtvGgGc,silk city,1842302,53,79640,"edm, uk dance",2018,2021,14,1,Feel Good Acoustic,79QsAQKkk3hlOC6yV1uKdg
02/04/2024,69kcnEE47Kd8pe8thqWik9,hannah,48301,34,14858,"austrian pop, austropop",2011,2023,20,1,KrOWN,0mk4N0QM4NLZN5ujoCBTbA
02/04/2024,5qRSs6mvI17zrkJpOHkCoM,ikon,2381620,59,3292269,"k-pop, k-pop boy group",2016,2023,20,18,Hallyu Boy Bands,3d3ELsqKlQ7WA0a10Isu3l
02/04/2024,29NIIAIq5CRkVuzkggpS0W,charly lownoise,436363,45,13096,"gabber, happy hardcore",2019,2024,17,3,Hardstyle Bangers,1Juo1H8h7Gbg4m0d9qOdxq
02/04/2024,4tuJ0bMpJh08umKkEXKUI5,gracie abrams,11558099,75,1663701,alt z,2019,2023,13,1,Chill Pop,4PRdeh2zIyM1pvY4x5luLe
02/04/2024,2W8yFh0Ga6Yf3jiayVxwkE,dove cameron,11507962,71,4817567,pop,2017,2023,20,1,Chill Pop,3HYUKa1HkaSRk4C0xK4O5q
02/04/2024,3VOan0TuiwkfjnPLDXBPbG,soonsoonhee,15183,22,15886,"k-pop ballad, korean pop",2018,2024,19,2,노래방 인기가요 (Singing Room K-Pop),23qzVx2zTL1fIGMV1KwPjr
02/04/2024,0XRkZikEumDTaGGE9mW8HA,2 engel & charlie,2128893,60,10863,hypertechno,2022,2024,11,1,Hardstyle Bangers,0M6Ev2Pkm72m8t13siJPDp
02/04/2024,0Ch0t9gI47Lkal71uQnmV3,justhis,161648,46,136045,k-rap,2016,2023,20,2,노래방 인기가요 (Singing Room K-Pop),2Zr0bYRHwWXi7eM2wuE6Aj
02/04/2024,59RNNqeEfkq3X5pfOQxZ3C,hovvdy,349642,44,61009,"austindie, countrygaze, small room",2017,2024,20,2,Singled Out,4fhgClrrGEsKTpBekCmuUy
02/04/2024,2iRqqPkOyIvvb7qFZN1Onz,the prophet,1145537,53,122076,"classic hardstyle, euphoric hardstyle, gabber",2011,2024,20,1,Hardstyle Bangers,6iBL6TOzsO75Yz0cG1MO0o
02/04/2024,3MM3uKNdJbvefUael12dl3,rochelle jordan,1121398,51,51267,alternative r&b,2011,2024,20,3,GLOW,5ahq8vkzMznGmfN2EVOukP
02/04/2024,0ekCwZGQUkAISV1h48jlHn,rachel grae,1934810,59,167596,"alt z, singer-songwriter pop",2021,2024,20,1,Chill Pop,7e7JVMegy4WBMnzuZE9Srq
02/04/2024,3q7HBObVc0L8jNeTe5Gofh,50 cent,36252840,83,13933477,"east coast hip hop, gangster rap, hip hop, pop rap, queens hip hop, rap",2003,2022,20,1,Throwback Workout,"5D2mYZuzcgjpchVY1pmTPh, 4RY96Asd9IefaL3X4LOLZ8"
02/04/2024,5eHs2hHfUzGizdnrLjc3CW,act of rage,428296,47,62521,rawstyle,2017,2024,20,1,Hardstyle Bangers,2MI3pBdP5NBQUUH791wWWk
02/04/2024,4TshyQDihSYXSWqvclXl3I,parmalee,2691740,59,243767,"contemporary country, country road, modern country rock, modern uplift",2013,2023,15,1,Country Gold,"4h5OVQQbeqw3lNaFIbmlzG, 4h5OVQQbeqw3lNaFIbmlzG"
02/04/2024,085pc2PYOi8bGKj0PNjekA,will.i.am,11597437,73,4073329,"dance pop, pop",2001,2023,20,1,Throwback Workout,2iJuuzV8P9Yz0VSurttIV5
02/04/2024,2YkhzcYyxJvtl5W6pY0PuF,camo,177021,51,75913,korean r&b,2020,2023,8,4,EQUAL K-Pop,5LuuUXI3Msm4L2iUNHi3JB
02/04/2024,7zYj9S9SdIunYCfSm7vzAR,jeon somi,3258574,62,2605356,k-pop,2017,2023,7,2,EQUAL K-Pop,0dnkOK5hGUCmIJ7FDF0yHz
02/04/2024,4TPT9nwjRvEV49q7f8p4fy,alana springsteen,2490623,59,69214,"contemporary country, country pop, modern country pop",2020,2023,20,1,Breakout Country,0hQyFpC8af9Dj89fEYkXPG
02/04/2024,4NZvixzsSefsNiIqXn0NDe,maggie rogers,9955958,70,1055792,indie pop,2017,2024,20,1,Chill Pop,4pUWfW7nhtlmqww70u0nkh
02/04/2024,10Sg7743IiFPQQIEDSU2sv,blademasterz,373201,45,6988,classic hardstyle,2006,2024,5,1,Hardstyle Bangers,7rFFaaqzFqJNaNsILMOY24
02/04/2024,1MIVXf74SZHmTIp4V4paH4,mabel,7904333,66,1974839,"pop, uk pop",2019,2024,20,2,Feel Good Acoustic,3a8gsld8gQzvfyLfPO1LP1
02/04/2024,6LuN9FCkKOj5PcnpouEgny,khalid,52149573,83,16040172,"pop, pop r&b",2017,2023,20,1,Feel Good Acoustic,"5iQ0Va8Dt5Yky4TXuqO5TF, 5f1joOtoMeyppIcJGZQvqJ"
02/04/2024,4A7ZW9rJIvRiyu3pgxQW1j,sam bucciana,201360,39,118," traditional , modern ",2022,2024,6,1,Meditate to the Sounds of Nature,7i93LXVxC6OnibqUY8DdpT
02/04/2024,7z5WFjZAIYejWy0NI5lv4T,dan + shay,11686347,71,3123278,"contemporary country, country, country road",2014,2023,20,2,Country Drive,"2wrJq5XKLnmhRXHIAf9xBa, 42fw0rxRO2xbesF6mJfd4Y, 3GJ4hzg4lrGwU51Y3VARbF"
02/04/2024,3gd8FJtBJtkRxdfbTu19U2,mumford & sons,11055458,72,6351561,"modern folk rock, modern rock, neo mellow, stomp and holler, uk americana",2009,2024,20,1,Sunrise Run,"1fXiYSWmkKJfRKMegCkI11, 4B4vB3oB8csotplfoQcAd6"
02/04/2024,4Ge8xMJNwt6EEXOzVXju9a,caroline polachek,2212967,62,483928,"art pop, escape room, indie pop, indietronica",2019,2024,20,1,Feel Good Acoustic,5DK1TnutakQxicS2mVINJS
02/04/2024,2qI1pO64eYqGUiv1XTw4cy,the quiett,133295,45,111215,"k-rap, korean r&b, korean trap",2007,2023,20,2,KrOWN,"0cdUX9QuaOcbXYTEfnFS7o, 6MLqJL9Rp0rhTt7ELiprJ8, 1kiXwsc9Cin8qkwAIoDEI3, 2jkvI5zv8yDQKReAlyMj2t"
02/04/2024,79Xp2rRN7wdsaTJgttdX3K,cody simpson,1437114,54,1369477,"australian pop, pop, post-teen pop",2011,2024,20,5,Feel Good Acoustic,5y2TuOFgwlpztHlqENHQOE
02/04/2024,5XKFrudbV4IiuE5WuTPRmT,stephen sanchez,28027650,77,1322864,gen z singer-songwriter,2020,2023,14,1,Chill Pop,1Y3LN4zO1Edc2EluIoSPJN
02/04/2024,699OTQXzgjhIYAHMy9RyPD,playboi carti,58252015,89,10317560,"atl hip hop, plugg, pluggnb, rage rap, rap",2017,2024,10,1,Singled Out,2H2ytI7ompfNmRkI2sq8Uk
02/04/2024,0ZZLr8EH3aNFzYpXtaTIax,dylan marlowe,2763567,62,102133,modern country pop,2018,2024,17,1,Breakout Country,"1hgINxfKQlJOikzd9skvC2, 7BH39iq4k2366YgJgbf8b4"
02/04/2024,0vMdRm1cBKsEK2vn1RY1Dh,enmity,753388,53,12307,gym hardstyle,2023,2024,20,1,Hardstyle Bangers,2mVgDjPX3OzJ0EP1Y5cSWa
02/04/2024,3k6TH9knHgthYJiEVDUC2s,vcha,659607,56,288439, pop ,2023,2024,4,3,EQUAL K-Pop,20zQ5Kf2lZA1awa8csGNdJ
02/04/2024,49jTY62Cpw3RYo4dLuG43W,cian ducrot,3908621,62,395335,"irish pop, singer-songwriter pop",2020,2023,17,8,Chill Pop,3aOgskwxDLNY9Xz6hE2zzm
02/04/2024,7vCtweS8UVAXTyau2j0rDT,josh turner,5919490,65,2578700,"contemporary country, country, country road",2003,2021,20,1,Country Gold,"1KhrAWvLIjRlQIJtSTgvsi, 1WzAeadSKJhqykZFbJNmQv"
02/04/2024,20soF34gXIwDGHOk90gla0,jordan suaste,356331,44,73012,modern indie pop,2020,2024,10,1,Chill Pop,0m8tszo2fzaSsBTlv43dRE
02/04/2024,7IWshUcKfJyDWrbiF2XT8J,kid milli,219439,48,175871,"k-rap, korean underground rap",2017,2024,20,9,KrOWN,"1RomIFRvHC7GI484Mwpusl, 1dSoTjwGH9HBlj6EEu2mhx"
02/04/2024,390TEc5VdoYZ4dH3xo4ONC,yuki jade,219677,42,1092, house ,2022,2024,6,1,Hardstyle Bangers,0B96WBW2UjHxmxuDGd7hUA
02/04/2024,6P5NO5hzJbuOqSdyPB7SJM,ashe,11315715,69,1553898,alt z,2020,2022,20,1,Chill Pop,2769RhOZs0ezRncRW1vryp
02/04/2024,3qNVuliS40BLgXGxhdBdqu,taeyeon,4041511,67,2831781,k-pop,2016,2024,20,2,노래방 인기가요 (Singing Room K-Pop),"2gyCwrOcC6JBoaJ8JGJ7T8, 3R8iyJpmhI9ABDmTpetV2D, 2gyCwrOcC6JBoaJ8JGJ7T8"
02/04/2024,4gzpq5DPGxSnKTe4SA8HAU,coldplay,76470456,88,49620353,"permanent wave, pop",2000,2022,20,2,Ultimate Party Classics,"0FDzzruyVECATHXKHFs9eJ, 7D0RhFcb3CrfPuTJ0obrod, 3FeVmId7tL5YN8B7R3imoM"
02/04/2024,4a84x85rjeFUdmy5eOZ3mW,lou green,169877,40,98, jazz ,2023,2024,5,1,Jazz for Sleep,3aH1PozU6rrvTLGlCISgAH
02/04/2024,3MaRWfwKpbYnkYHC5gRKYo,m.c the max,125270,41,159102,"classic k-pop, korean pop",2003,2022,20,3,노래방 인기가요 (Singing Room K-Pop),"7oT5JOWwxnwcZRI6NLzhWs, 5alMW854ShjDbupOJtaNKC"
02/04/2024,2zPvDg6LI6NHPQVQIESjfW,lara91k,569894,49,55411,r&b argentino,2020,2024,20,1,GLOW,3kWuBlBpeKyaZzlGxVHG2e
02/04/2024,6pBNfggcZZDCmb0p92OnGn,chase rice,2709900,59,1140160,"contemporary country, country, country road, modern country rock",2012,2023,20,1,Country Gold,4w95iGC6NrxZJ5o3D7bWyV
02/04/2024,2lpFs8QJyIeVDb2Sq4vZYi,rooler,1639023,60,94907,"frenchcore, rawstyle, xtra raw",2019,2023,20,1,Hardstyle Bangers,"0vBOyqICis94fkSwJbfUeF, 5nvs5WItsAmnmnWqWfwTWJ, 6H4mOpaopoXbLkf12GEhe4, 55UUc12En4gVEdzwNTFAkQ, 43Bu2RvrKaEkQL36OLrDzA, 6UjTx1wIv9GuxMwyl1D6Q0, 4OFGSQdbd3OPgSr4uNO2iy"
02/04/2024,6iBjPtCEGarFwpdJUc39P9,ksmartboi,11001,23,2364,korean hyperpop,2020,2023,5,1,KrOWN,4qhUSmpm9aevBgRcYn12PC
02/04/2024,1dWnMziLbosnKyEUDuzzoJ,shyboiitobii,18597,33,4892,korean drill,2022,2024,8,1,KrOWN,"5t0v5p7fjB3kALwBGL9LIn, 1sEO3COhUlmYx3e4W6wnND"
02/04/2024,5aMmmNxw4vgpc5XC6hK0zp,the calling,5465772,61,752796,"neo mellow, pop rock",2001,2004,3,1,Feel Good Acoustic,5Tybis9p4M4TX2gJM8iqgh
02/04/2024,3zmfs9cQwzJl575W1ZYXeT,men i trust,8846375,71,1743756,"indie pop, pov: indie",2014,2023,20,1,Chill Pop,75IQVo8hqI1iwVZyvkN2VT
02/04/2024,6L7a6wPGpvLtTwOsMLnF1z,d-block & s-te-fan,1208204,57,196947,"classic hardstyle, euphoric hardstyle, rawstyle",2009,2024,20,1,Hardstyle Bangers,"5Oh48t8W8xH1GTZ6fa6502, 3QeEf7TMugwZkmn0hPmXio, 4oXfq53zABX3oq2fQ7zDzj, 1YlZ6MetMORMdsrwWXLV85, 4WCjWUQGf66gxE6Re95Brp"
02/04/2024,163A7vg111FgP21NQSD6dN,influencerz,507378,45,1011,hypertechno,2021,2024,8,1,Hardstyle Bangers,3OBRKvtaxmh64E15OgIuif
02/04/2024,6Q192DXotxtaysaqNPy5yR,amy winehouse,17330535,76,8523150,"british soul, neo soul",2003,2021,20,5,Ultimate Party Classics,6kopmMZiyLmw7h66uXcXR7
02/04/2024,75MOYjGEyyH5U4ZFHOPvxR,lim young woong,190619,62,93446,trot,2018,2023,12,2,노래방 인기가요 (Singing Room K-Pop),4rMEoXVYww6Xy7q9wSj4gy
02/04/2024,6YVMFz59CuY7ngCxTxjpxE,aespa,8141091,74,4970067,k-pop girl group,2022,2024,20,2,노래방 인기가요 (Singing Room K-Pop),"3dbLT62Cvs46Ju7a8gpr36, 2zrhoHlFKxFTRF5aMyxMoQ, 5XWlyfo0kZ8LF7VSyfS4Ew, 3dbLT62Cvs46Ju7a8gpr36, 1ULdASrNy5rurl1TZfFaMP, 2WTHLEVjfefbGoW7F3dXIg, 6zZWoHlF2zNSLUNLvx4GUl, 5XWlyfo0kZ8LF7VSyfS4Ew"
02/04/2024,3JfHHtYuuQHtMtw2T7ff4v,nilo,47155,31,45355,"k-pop ballad, korean pop",2015,2024,15,1,노래방 인기가요 (Singing Room K-Pop),0keu6b483OyisjQZqQBqqB
02/04/2024,3ApUX1o6oSz321MMECyIYd,quinn xcii,3224768,63,777961,indie pop rap,2016,2024,20,1,Singled Out,5EcxDrQuoP14uKF2RFOy8A
02/04/2024,1a1XGqoicVjPifnA1fBtLE,casper sage,94414,34,13104,indie r&b,2019,2024,20,1,Singled Out,31kpgadjTib4K74PRKec0s
02/04/2024,63wjoROpeh5f11Qm93UiJ1,keri hilson,3643021,69,1953701,"dance pop, hip pop, r&b, urban contemporary",2008,2010,8,1,Throwback Workout,2bLqfJjuC5syrsgDsZfGmn
02/04/2024,1h6Cn3P4NGzXbaXidqURXs,swedish house mafia,22258554,75,3708070,"edm, pop dance, progressive electro house",2012,2023,20,1,Feel Good Acoustic,4BpndTKEqpLgntffipC53q
02/04/2024,7hJcb9fa4alzcOq3EaNPoG,snoop dogg,28547320,82,11317941,"g funk, gangster rap, hip hop, pop rap, rap, west coast rap",2011,2023,20,22,Throwback Workout,"4LwU4Vp6od3Sb08CsP99GC, 2NBQmPrOEEjA8VbeWOQGxO"
02/04/2024,7sKxqpSqbIzphAKAhrqvlf,walker hayes,4076054,62,647192,"contemporary country, country, country road, modern country rock",2013,2023,20,1,Country Drive,58UKC45GPNTflCN6nwCUeF
02/04/2024,1SsVqqC31h54Hg08g7uQhM,yanghongwon,159251,48,85038,"k-rap, korean underground rap",2017,2024,13,1,KrOWN,"2Qvr1LlQyKexI7eCUm1l6x, 2jkvI5zv8yDQKReAlyMj2t, 7KUb5GsTcXfpG0phkbL2mR, 3D8JDF9RR85PBzxW5JOj5X, 7k1c7yTyXKW0gLyQ2Nxiyd"
02/04/2024,6eKWqnckwdIlSnjaYgIyxv,eli young band,2890084,59,800323,"classic texas country, contemporary country, country, country road, heartland rock, modern country rock",2002,2023,20,5,Country Drive,0Nu9WA8kEbBWEsay2s8Q0U
02/04/2024,69bG9tC62d8oTFC9aTTosn,new west,14588734,70,384844,toronto indie,2019,2024,14,6,Chill Pop,6Cg8d5DzpKHGci9SPk8JeL
02/04/2024,0B3N0ZINFWvizfa8bKiz4v,james tw,4607702,63,1358223,"british singer-songwriter, uk pop",2017,2024,20,1,Feel Good Acoustic,"0TXNKTzawI6VgLoA9UauRp, 78zUxUPvONPgMIt46q5be6"
